table_catalog;table_schema;table_name;column_name;ordinal_position;column_default;is_nullable;data_type;character_maximum_length;character_octet_length;numeric_precision;numeric_precision_radix;numeric_scale;datetime_precision;character_set_catalog;character_set_schema;character_set_name;collation_catalog;collation_schema;collation_name;domain_catalog;domain_schema;domain_name
XpoMaster;Archive;PurgeRunLog;SchemaName;4;;NO;nvarchar;128;256;;;;;;;UNICODE;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;Archive;PurgeRunLog;TableName;5;;NO;nvarchar;128;256;;;;;;;UNICODE;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;Archive;PurgeRunLog;ColumnName;6;;NO;nvarchar;128;256;;;;;;;UNICODE;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;Archive;PurgeRunLog;ColumnDataType;7;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;Archive;PurgeRunLog;Table_object_id;8;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;Archive;PurgeRunLog;ChildTablesFound;9;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;Archive;PurgeRunLog;TargetedValues;10;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;Archive;PurgeRunLog;RowsDeleted;11;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;Archive;PurgeRunLog;StartedProcessing;12;;NO;datetime2;;;;;;7;;;;;;;;;
XpoMaster;Archive;PurgeRunLog;LastUpdated;13;;NO;datetime2;;;;;;7;;;;;;;;;
XpoMaster;Archive;PurgeRunLog;TimeToFind_ms;14;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;Archive;PurgeRunLog;TimeToDelete_ms;15;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;Archive;PurgeRunLog;PurgeRunLogResultId;16;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;Archive;PurgeRunLog;Comments;17;;YES;varchar;4000;4000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;Archive;PurgeRunLog;Commands;18;;YES;nvarchar;4000;8000;;;;;;;UNICODE;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;OrderId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrder;ShipmentId;2;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;OrderCode;3;;NO;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;OrderStatusTypeId;4;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrder;OrderStatusTypeCode;5;;YES;varchar;10;10;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;OrderStatusTypeName;6;;YES;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;CustomerId;7;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrder;CustomerCode;8;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;CurrencyId;9;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrder;CurrencyCode;10;;YES;varchar;3;3;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;ServiceTypeId;11;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrder;ServiceTypeCode;12;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;ServiceTypeName;13;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;EquipmentTypeId;14;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrder;EquipmentTypeOriginalId;15;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;EquipmentTypeName;16;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;EquipmentTypeIsReefer;17;;YES;bit;;;;;;;;;;;;;;;
XpoMaster;edi;v_MappedOrder;IsHazmat;18;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;edi;v_MappedOrder;BillDistance;19;;YES;decimal;;;18;10;1;;;;;;;;;;
XpoMaster;edi;v_MappedOrder;BillingMethodTypeId;20;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrder;BillingMethodTypeCode;21;;YES;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;BillingMethodTypeName;22;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;RateMethodTypeId;23;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrder;RateMethodTypeCode;24;;YES;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;RateMethodTypeName;25;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;RateUnits;26;;YES;decimal;;;12;10;4;;;;;;;;;;
XpoMaster;edi;v_MappedOrder;TemperatureLow;27;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;TemperatureHigh;28;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;TaxableUnitQuantity;29;;YES;decimal;;;11;10;3;;;;;;;;;;
XpoMaster;edi;v_MappedOrder;TaxableUnitCode;30;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;TaxableUnitId;31;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrder;MaterialCodeId;32;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;CustomerServiceTypeId;33;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrder;CustomerServicetypeCode;34;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrder;SapCustomerActivityCode;35;;YES;varchar;10;10;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;TripLock;TripLockId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;TripLock;TripId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;TripLock;CreatedBy;3;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;TripLock;CreatedDate;4;;NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;orders;TripLock;UpdatedBy;5;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;TripLock;UpdatedDate;6;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;orders;TripLock;LockedUserId;7;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;TripLock;Sequence;8;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;TripLock;LockUntil;9;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;dbo;RuleTypeEventType;RuleTypeId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;RuleTypeEventType;RuleEventTypeId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;RuleTypeEventType;Sequence;3;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;DoorType;DoorTypeId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;DoorType;Code;2;;NO;varchar;3;3;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;DoorType;Name;3;;NO;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;DoorType;IsActive;4;((1));NO;bit;;;;;;;;;;;;;;;
XpoMaster;dbo;DoorType;SortOrder;5;((0));NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;DoorType;CreatedBy;6;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;DoorType;CreatedDate;7;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;dbo;DoorType;UpdatedBy;8;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;DoorType;UpdatedDate;9;;YES;datetime2;;;;;;7;;;;;;;;;
XpoMaster;carrier;v_Carrier_OrderSearch;CarrierId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;v_Carrier_OrderSearch;Name;2;;YES;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;v_Carrier_OrderSearch;PhoneNumber;3;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;v_Carrier_OrderSearch;Code;4;;YES;varchar;15;15;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;v_Carrier_OrderSearch;City;5;;YES;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;v_Carrier_OrderSearch;StateCode;6;;YES;varchar;3;3;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;v_Carrier_OrderSearch;ZipCode;7;;YES;varchar;10;10;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;v_Carrier_OrderSearch;IsQuickPay;8;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;v_Carrier_OrderSearch;ScacCode;9;;YES;varchar;15;15;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;AuditLog;AuditLogId;1;;NO;varchar;32;32;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;AuditLog;Operation;2;;NO;char;3;3;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;AuditLog;TableName;3;;NO;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;AuditLog;PrimaryKeyValues;4;;YES;varchar;64;64;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;AuditLog;Changes;5;;YES;varchar;-1;-1;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;AuditLog;CreatedBy;6;;NO;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;AuditLog;CreatedDate;7;;NO;datetime;;;;;;3;;;;;;;;;
XpoMaster;dbo;AuditLog;MatchString;8;;YES;nvarchar;325;650;;;;;;;UNICODE;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_UnmatchedInvoiceReferenceNumberSearch;OrderMatchingReferenceNumberId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_UnmatchedInvoiceReferenceNumberSearch;OrderMatchingId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_UnmatchedInvoiceReferenceNumberSearch;ReferenceCode;3;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_UnmatchedInvoiceReferenceNumberSearch;ReferenceNumber;4;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_UnmatchedInvoiceReferenceNumberSearch;ReferenceNumberTypeId;5;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;CustomerExclusion;CustomerExclusionId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;CustomerExclusion;CarrierId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;CustomerExclusion;CustomerId;3;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;CustomerExclusion;CustomerExclusionCategoryId;4;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;CustomerExclusion;Reason;5;;NO;varchar;1000;1000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;CustomerExclusion;CreatedBy;6;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;CustomerExclusion;CreatedDate;7;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;carrier;CustomerExclusion;UpdatedBy;8;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;CustomerExclusion;UpdatedDate;9;;YES;datetime2;;;;;;7;;;;;;;;;
XpoMaster;offers;TripMatchBundle;TripMatchBundleId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;offers;TripMatchBundle;ContactName;2;;YES;varchar;150;150;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;offers;TripMatchBundle;ContactEmail;3;;YES;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;offers;TripMatchBundle;CreatedBy;4;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;offers;TripMatchBundle;CreatedDate;5;(getdate());NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;offers;TripMatchBundle;UpdatedBy;6;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;offers;TripMatchBundle;UpdatedDate;7;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;orders;TONUReason;OrderId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;TONUReason;Reason;2;;YES;varchar;200;200;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;TONUReason;CreatedDate;3;;NO;datetime2;;;;;;7;;;;;;;;;
XpoMaster;orders;TONUReason;CreatedBy;4;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;TONUReason;UpdatedDate;5;;YES;datetime2;;;;;;7;;;;;;;;;
XpoMaster;orders;TONUReason;UpdatedBy;6;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;TONUReason;Comment;7;;YES;varchar;240;240;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;locale;RegionState;RegionId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;locale;RegionState;StateId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;ExecutionLog;ExecutionLogId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;ExecutionLog;SchemaName;2;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;ExecutionLog;TableName;3;;NO;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;ExecutionLog;NumberOfRowsArchived;4;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;ExecutionLog;DateArchived;5;;NO;datetime2;;;;;;7;;;;;;;;;
XpoMaster;edi;v_MappedOrderCharge;OrderChargeId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrderCharge;OrderId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrderCharge;ChargeCodeId;3;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrderCharge;ChargeCode;4;;YES;varchar;15;15;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrderCharge;ChargeCodeName;5;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrderCharge;ChargeMethodTypeId;6;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrderCharge;BillToCustomerId;7;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrderCharge;BillToCustomerCode;8;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrderCharge;BillToCustomerName;9;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrderCharge;CurrencyId;10;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;edi;v_MappedOrderCharge;CurrencyCode;11;;YES;varchar;3;3;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;edi;v_MappedOrderCharge;IsLineHaul;12;;YES;bit;;;;;;;;;;;;;;;
XpoMaster;edi;v_MappedOrderCharge;ExchangeDate;13;;NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;edi;v_MappedOrderCharge;Rate;14;;YES;decimal;;;12;10;4;;;;;;;;;;
XpoMaster;edi;v_MappedOrderCharge;Units;15;;YES;decimal;;;12;10;4;;;;;;;;;;
XpoMaster;edi;v_MappedOrderCharge;ExchangeRate;16;;NO;decimal;;;8;10;4;;;;;;;;;;
XpoMaster;edi;v_MappedOrderCharge;Comments;17;;YES;varchar;2000;2000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;OrderAutoRate;AutoRateId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;OrderAutoRate;OrderId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;OrderAutoRate;CustomerId;3;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;OrderAutoRate;RateType;4;;YES;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;OrderAutoRate;OriginCode;5;;YES;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;OrderAutoRate;DestinationCode;6;;YES;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;OrderAutoRate;LineHaulMethodTypeId;7;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;OrderAutoRate;LineHaulUnits;8;;NO;decimal;;;18;10;2;;;;;;;;;;
XpoMaster;orders;OrderAutoRate;LineHaulRate;9;;YES;decimal;;;19;10;4;;;;;;;;;;
XpoMaster;orders;OrderAutoRate;DistanceMethodId;10;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;OrderAutoRate;DistanceProviderId;11;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;OrderAutoRate;MileageVersion;12;;YES;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;OrderAutoRate;DistanceVersionId;13;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;OrderAutoRate;BillDistance;14;;YES;decimal;;;18;10;1;;;;;;;;;;
XpoMaster;orders;OrderAutoRate;CurrencyId;15;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;OrderAutoRate;ServiceTypeId;16;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;OrderAutoRate;CreatedBy;17;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;OrderAutoRate;CreatedDate;18;;NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;orders;OrderAutoRate;EquipmentTypeId;19;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;OrderAutoRate;CustomerLaneId;20;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;OrderAutoRate;MinimumCharge;21;((0));NO;decimal;;;19;10;4;;;;;;;;;;
XpoMaster;orders;OrderAutoRate;LaneCode;22;;YES;varchar;300;300;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;OrderAutoRate;ContractNumber;23;;YES;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;OrderAutoRate;BidResultTypeCode;24;;YES;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;OrderAutoRate;OpportunityId;25;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;integration;ItsCacciTrailerOptionType;ItsCacciTrailerOptionTypeId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;integration;ItsCacciTrailerOptionType;Code;2;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;integration;ItsCacciTrailerOptionType;Description;3;;NO;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;integration;ItsCacciTrailerOptionType;IsActive;4;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;integration;ItsCacciTrailerOptionType;CreatedBy;5;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;integration;ItsCacciTrailerOptionType;CreatedDate;6;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;integration;ItsCacciTrailerOptionType;UpdatedBy;7;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;integration;ItsCacciTrailerOptionType;UpdatedDate;8;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_User_OrderSearch;UserId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_User_OrderSearch;UserName;2;;NO;varchar;150;150;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_User_OrderSearch;FirstName;3;;NO;varchar;150;150;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_User_OrderSearch;LastName;4;;NO;varchar;150;150;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;LaneSearch;LaneSearchId;1;;NO;uniqueidentifier;;;;;;;;;;;;;;;
XpoMaster;dbo;LaneSearch;Origin;2;;NO;varchar;128;128;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;LaneSearch;OriginSearchRadius;3;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;LaneSearch;Destination;4;;NO;varchar;128;128;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;LaneSearch;DestinationSearchRadius;5;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;LaneSearch;PickupStartDate;6;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;dbo;LaneSearch;PickupEndDate;7;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;dbo;LaneSearch;EquipmentCategories;8;;YES;varchar;1028;1028;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;LaneSearch;ServiceTypes;9;;YES;varchar;1028;1028;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;LaneSearch;CreatedBy;10;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;LaneSearch;CreatedDate;11;;NO;datetime2;;;;;;7;;;;;;;;;
XpoMaster;orders;RogScheduleOrder;RogSchedulerId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;RogScheduleOrder;OrderDraftId;2;;NO;uniqueidentifier;;;;;;;;;;;;;;;
XpoMaster;orders;RogScheduleOrder;ROGSchedulerData;3;;YES;nvarchar;4000;8000;;;;;;;UNICODE;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;CarrierNote;CarrierNoteId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;CarrierNote;CarrierId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;CarrierNote;Note;3;;NO;varchar;500;500;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;CarrierNote;CreatedBy;4;([dbo].[fns_GetContextUserName]());NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;CarrierNote;CreatedDate;5;(getdate());NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;carrier;CarrierNote;UpdatedBy;6;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;CarrierNote;UpdatedDate;7;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;dbo;NoteType_ObjectType;NoteTypeId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;NoteType_ObjectType;ObjectTypeId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;NoteType_ObjectType;CreatedBy;3;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;NoteType_ObjectType;CreatedDate;4;;NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;dbo;NoteType_ObjectType;UpdatedBy;5;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;NoteType_ObjectType;UpdatedDate;6;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;dbo;NoteType_ObjectType;McLeodNoteTypeCode;7;;YES;varchar;8;8;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;NoteType_ObjectType;McLeodCopyToOrder;8;;YES;char;1;1;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_UnmatchedInvoiceSearch;OrderMatchingId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_UnmatchedInvoiceSearch;ProNumber;2;;NO;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_UnmatchedInvoiceSearch;BOLNumber;3;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_UnmatchedInvoiceSearch;StatusId;4;;NO;int;;;10;10;0;;;;;;;;;;
